Scorecard,First_Innings_Team,Second_Innings_Team,First_Innings_Score,Second_Innings_Score,Winner,Margin,Ground,Match_Date,Match_Year
ODI # 3515,Sri Lanka,Pakistan,310/9,"(43.5/50 ov, T:311) 233",Sri Lanka,77 runs,Hambantota,2014-08-26,2014
ODI # 3516,Australia,South Africa,327/7,(46.4/50 ov) 328/3,South Africa,7 wickets,Harare,2014-08-27,2014
ODI # 3517,India,England,304/6,"(38.1/47 ov, T:295) 161",India,133 runs,Cardiff,2014-08-27,2014
ODI # 3518,South Africa,Zimbabwe,231,"(38.3/50 ov, T:232) 170",South Africa,61 runs,Harare,2014-08-29,2014
ODI # 3519,Pakistan,Sri Lanka,102,"(18.2/48 ov, T:101) 104/3",Sri Lanka,7 wickets,Dambulla,2014-08-30,2014
ODI # 3520,England,India,227,(43/50 ov) 228/4,India,6 wickets,Nottingham,2014-08-30,2014
ODI # 3521,Australia,Zimbabwe,209/9,"(48/50 ov, T:210) 211/7",Zimbabwe,3 wickets,Harare,2014-08-31,2014
ODI # 3522,Australia,South Africa,282/7,"(44/50 ov, T:283) 220",Australia,62 runs,Harare,2014-09-02,2014
ODI # 3523,England,India,206,"(30.3/50 ov, T:207) 212/1",India,9 wickets,Birmingham,2014-09-02,2014
ODI # 3524,South Africa,Zimbabwe,271/6,"(47.2/50 ov, T:272) 208",South Africa,63 runs,Harare,2014-09-04,2014
ODI # 3525,England,India,294/7,"(48.4/50 ov, T:295) 253",England,41 runs,Leeds,2014-09-05,2014
ODI # 3526,Australia,South Africa,217/9,"(40.5/50 ov, T:218) 221/4",South Africa,6 wickets,Harare,2014-09-06,2014
ODI # 3527,Scotland,Ireland,172,(36.4/50 ov) 173/3,Ireland,7 wickets,Dublin (Malahide),2014-09-08,2014
ODI # 3528,Scotland,Ireland,221,"(44.2/50 ov, T:222) 225/7",Ireland,3 wickets,Dublin (Malahide),2014-09-10,2014
ODI # 3529,Ireland,Scotland,241/9,"(45.4/50 ov, T:242) 243/2",Scotland,8 wickets,Dublin (Malahide),2014-09-12,2014
ODI # 3530,Australia,Pakistan,255/8,"(36.3/50 ov, T:256) 162",Australia,93 runs,Sharjah,2014-10-07,2014
ODI # 3531,West Indies,India,321/6,"(41/50 ov, T:322) 197",West Indies,124 runs,Kochi,2014-10-08,2014
ODI # 3532,Pakistan,Australia,215,"(43.2/50 ov, T:216) 217/5",Australia,5 wickets,Dubai (DSC),2014-10-10,2014
ODI # 3533,India,West Indies,263/7,"(46.3/50 ov, T:264) 215",India,48 runs,Delhi,2014-10-11,2014
ODI # 3534,Australia,Pakistan,231/9,"(50 ov, T:232) 230",Australia,1 run,Abu Dhabi,2014-10-12,2014
ODI # 3535,India,West Indies,330/6,"(48.1/50 ov, T:331) 271",India,59 runs,Dharamsala,2014-10-17,2014
ODI # 3536,New Zealand,South Africa,230,"(48.1/50 ov, T:231) 236/4",South Africa,6 wickets,Mount Maunganui,2014-10-21,2014
ODI # 3537,South Africa,New Zealand,282/9,"(46.3/50 ov, T:283) 210",South Africa,72 runs,Mount Maunganui,2014-10-24,2014
ODI # 3539,India,Sri Lanka,363/5,"(39.2/50 ov, T:364) 194",India,169 runs,Cuttack,2014-11-02,2014
ODI # 3540,Sri Lanka,India,274/8,(44.3/50 ov) 275/4,India,6 wickets,Ahmedabad,2014-11-06,2014
ODI # 3541,Hong Kong,Papua New Guinea,202,(39/50 ov) 203/6,P.N.G.,4 wickets,Townsville,2014-11-08,2014
ODI # 3542,Hong Kong,Papua New Guinea,261,"(49.2/50 ov, T:262) 264/7",P.N.G.,3 wickets,Townsville,2014-11-09,2014
ODI # 3543,Sri Lanka,India,242,"(44.1/50 ov, T:243) 245/4",India,6 wickets,Hyderabad (Deccan),2014-11-09,2014
ODI # 3544,India,Sri Lanka,404/5,"(43.1/50 ov, T:405) 251",India,153 runs,Kolkata,2014-11-13,2014
ODI # 3545,Australia,South Africa,300/8,"(48.1/50 ov, T:301) 268",Australia,32 runs,Perth,2014-11-14,2014
ODI # 3546,Australia,South Africa,154,"(27.4/50 ov, T:155) 157/7",South Africa,3 wickets,Perth,2014-11-16,2014
ODI # 3547,Sri Lanka,India,286/8,"(48.4/50 ov, T:287) 288/7",India,3 wickets,Ranchi,2014-11-16,2014
ODI # 3548,Australia,South Africa,329/5,"(44.3/50 ov, T:330) 256",Australia,73 runs,Canberra,2014-11-19,2014
ODI # 3549,South Africa,Australia,267/8,(49/50 ov) 268/7,Australia,3 wickets,Melbourne,2014-11-21,2014
ODI # 3550,Bangladesh,Zimbabwe,281/7,"(42.1/50 ov, T:282) 194",Bangladesh,87 runs,Chattogram,2014-11-21,2014
ODI # 3551,South Africa,Australia,280/6,(47.1/48 ov) 275/8,Australia,2 wickets,Sydney,2014-11-23,2014
ODI # 3552,Bangladesh,Zimbabwe,251/7,"(44.5/50 ov, T:252) 183",Bangladesh,68 runs,Chattogram,2014-11-23,2014
ODI # 3553,Bangladesh,Zimbabwe,297/6,"(39.5/50 ov, T:298) 173",Bangladesh,124 runs,Mirpur,2014-11-26,2014
ODI # 3554,Sri Lanka,England,317/6,"(47.1/50 ov, T:318) 292",Sri Lanka,25 runs,Colombo (RPS),2014-11-26,2014
ODI # 3555,Bangladesh,Zimbabwe,256/8,"(50 ov, T:257) 235/8",Bangladesh,21 runs,Mirpur,2014-11-28,2014
ODI # 3556,Afghanistan,United Arab Emirates,248/6,(48.4/50 ov) 249/5,U.A.E.,5 wickets,ICCA Dubai,2014-11-28,2014
ODI # 3557,England,Sri Lanka,185,(34.2/45 ov) 186/2,Sri Lanka,8 wickets,Colombo (RPS),2014-11-29,2014
ODI # 3558,Afghanistan,United Arab Emirates,280/8,"(48.2/50 ov, T:281) 282/4",U.A.E.,6 wickets,ICCA Dubai,2014-11-30,2014
ODI # 3559,Zimbabwe,Bangladesh,128,"(24.3/50 ov, T:129) 130/5",Bangladesh,5 wickets,Mirpur,2014-12-01,2014
ODI # 3560,United Arab Emirates,Afghanistan,273/5,"(49.4/50 ov, T:274) 276/8",Afghanistan,2 wickets,ICCA Dubai,2014-12-02,2014
ODI # 3561,Sri Lanka,England,242/8,(33.4/35 ov) 236/5,England,5 wickets,Hambantota,2014-12-03,2014
ODI # 3562,United Arab Emirates,Afghanistan,258/9,"(49.3/50 ov, T:259) 228",U.A.E.,30 runs,ICCA Dubai,2014-12-04,2014
ODI # 3563,England,Sri Lanka,265,"(49.4/50 ov, T:266) 267/4",Sri Lanka,6 wickets,Colombo (RPS),2014-12-07,2014
ODI # 3564,New Zealand,Pakistan,246/7,"(49.3/50 ov, T:247) 250/7",Pakistan,3 wickets,Dubai (DSC),2014-12-08,2014
ODI # 3565,Sri Lanka,England,239,(49.1/50 ov) 240/5,England,5 wickets,Pallekele,2014-12-10,2014
ODI # 3566,Pakistan,New Zealand,252,"(46/50 ov, T:253) 255/6",New Zealand,4 wickets,Sharjah,2014-12-12,2014
ODI # 3567,Sri Lanka,England,292/7,"(41.3/50 ov, T:293) 202",Sri Lanka,90 runs,Pallekele,2014-12-13,2014
ODI # 3568,Pakistan,New Zealand,364/7,"(38.2/50 ov, T:365) 217",Pakistan,147 runs,Sharjah,2014-12-14,2014
ODI # 3569,Sri Lanka,England,302/6,"(45.5/50 ov, T:303) 215",Sri Lanka,87 runs,Colombo (RPS),2014-12-16,2014
ODI # 3570,New Zealand,Pakistan,299/5,"(50 ov, T:300) 292/8",New Zealand,7 runs,Abu Dhabi,2014-12-17,2014
ODI # 3571,New Zealand,Pakistan,275/4,"(43.3/50 ov, T:276) 207",New Zealand,68 runs,Abu Dhabi,2014-12-19,2014
ODI # 3572,Scotland,Afghanistan,237/8,"(38/45 ov, T:238) 240/2",Afghanistan,8 wickets,ICCA Dubai,2015-01-08,2015
ODI # 3573,Afghanistan,Ireland,180,(43.2/50 ov) 181/7,Ireland,3 wickets,Dubai (DSC),2015-01-10,2015
ODI # 3574,Sri Lanka,New Zealand,218/9,(43/50 ov) 219/7,New Zealand,3 wickets,Christchurch,2015-01-11,2015
ODI # 3575,Scotland,Ireland,216/9,"(46.3/50 ov, T:217) 220/7",Ireland,3 wickets,Dubai (DSC),2015-01-12,2015
ODI # 3576,Scotland,Afghanistan,213/7,"(18.3/50 ov, T:214) 63",Scotland,150 runs,Abu Dhabi,2015-01-14,2015
ODI # 3577,New Zealand,Sri Lanka,248,"(47.4/50 ov, T:249) 252/4",Sri Lanka,6 wickets,Hamilton,2015-01-15,2015
ODI # 3578,England,Australia,234,(39.5/50 ov) 235/7,Australia,3 wickets,Sydney,2015-01-16,2015
ODI # 3579,South Africa,West Indies,279/8,"(28.2/32 ov, T:226) 164",South Africa,61 runs,Durban,2015-01-16,2015
ODI # 3581,Afghanistan,Ireland,246/8,"(43.3/50 ov, T:247) 175",Afghanistan,71 runs,Dubai (DSC),2015-01-17,2015
ODI # 3582,India,Australia,267/8,"(49/50 ov, T:268) 269/6",Australia,4 wickets,Melbourne,2015-01-18,2015
ODI # 3583,South Africa,West Indies,439/2,"(50 ov, T:440) 291/7",South Africa,148 runs,Johannesburg,2015-01-18,2015
ODI # 3585,Sri Lanka,New Zealand,276,"(48.1/50 ov, T:277) 280/6",New Zealand,4 wickets,Nelson,2015-01-20,2015
ODI # 3586,India,England,153,"(27.3/50 ov, T:154) 156/1",England,9 wickets,Brisbane,2015-01-20,2015
ODI # 3587,West Indies,South Africa,122,"(24.4/50 ov, T:123) 124/1",South Africa,9 wickets,East London,2015-01-21,2015
ODI # 3588,New Zealand,Sri Lanka,360/5,"(43.4/50 ov, T:361) 252",New Zealand,108 runs,Dunedin,2015-01-23,2015
ODI # 3589,England,Australia,303/8,(49.5/50 ov) 304/7,Australia,3 wickets,Hobart,2015-01-23,2015
ODI # 3590,New Zealand,Sri Lanka,315/8,"(40.3/50 ov, T:316) 195",New Zealand,120 runs,Dunedin,2015-01-25,2015
ODI # 3591,South Africa,West Indies,262/8,"(48.3/50 ov, T:263) 266/9",West Indies,1 wicket,Gqeberha,2015-01-25,2015
ODI # 3593,South Africa,West Indies,361/5,"(37.4/42 ov, T:362) 230",South Africa,131 runs,Centurion,2015-01-28,2015
ODI # 3594,Sri Lanka,New Zealand,287/6,"(45.2/50 ov, T:288) 253",Sri Lanka,34 runs,Wellington,2015-01-29,2015
ODI # 3595,India,England,200,(46.5/50 ov) 201/7,England,3 wickets,Perth,2015-01-30,2015
ODI # 3596,Pakistan,New Zealand,210,"(39.3/50 ov, T:211) 213/3",New Zealand,7 wickets,Wellington,2015-01-31,2015
ODI # 3597,Australia,England,278/8,"(39.1/50 ov, T:279) 166",Australia,112 runs,Perth,2015-02-01,2015
ODI # 3598,New Zealand,Pakistan,369/5,"(43.1/50 ov, T:370) 250",New Zealand,119 runs,Napier,2015-02-03,2015
ODI # 3599,New Zealand,Sri Lanka,331/6,"(46.1/50 ov, T:332) 233",New Zealand,98 runs,Christchurch,2015-02-14,2015
ODI # 3600,Australia,England,342/9,"(41.5/50 ov, T:343) 231",Australia,111 runs,Melbourne,2015-02-14,2015
ODI # 3601,South Africa,Zimbabwe,339/4,"(48.2/50 ov, T:340) 277",South Africa,62 runs,Hamilton,2015-02-15,2015
ODI # 3602,India,Pakistan,300/7,"(47/50 ov, T:301) 224",India,76 runs,Adelaide,2015-02-15,2015
ODI # 3603,West Indies,Ireland,304/7,"(45.5/50 ov, T:305) 307/6",Ireland,4 wickets,Nelson,2015-02-16,2015
ODI # 3604,Scotland,New Zealand,142,"(24.5/50 ov, T:143) 146/7",New Zealand,3 wickets,Dunedin,2015-02-17,2015
ODI # 3605,Bangladesh,Afghanistan,267,"(42.5/50 ov, T:268) 162",Bangladesh,105 runs,Canberra,2015-02-18,2015
ODI # 3606,United Arab Emirates,Zimbabwe,285/7,(48/50 ov) 286/6,Zimbabwe,4 wickets,Nelson,2015-02-19,2015
ODI # 3607,England,New Zealand,123,"(12.2/50 ov, T:124) 125/2",New Zealand,8 wickets,Wellington,2015-02-20,2015
ODI # 3608,West Indies,Pakistan,310/6,"(39/50 ov, T:311) 160",West Indies,150 runs,Christchurch,2015-02-21,2015
ODI # 3609,Afghanistan,Sri Lanka,232,"(48.2/50 ov, T:233) 236/6",Sri Lanka,4 wickets,Dunedin,2015-02-22,2015
ODI # 3610,India,South Africa,307/7,"(40.2/50 ov, T:308) 177",India,130 runs,Melbourne,2015-02-22,2015
ODI # 3611,England,Scotland,303/8,"(42.2/50 ov, T:304) 184",England,119 runs,Christchurch,2015-02-23,2015
ODI # 3612,West Indies,Zimbabwe,372/2,"(44.3/48 ov, T:363) 289",West Indies,73 runs,Canberra,2015-02-24,2015
ODI # 3613,United Arab Emirates,Ireland,278/9,(49.2/50 ov) 279/8,Ireland,2 wickets,Brisbane,2015-02-25,2015
ODI # 3614,Scotland,Afghanistan,210,(49.3/50 ov) 211/9,Afghanistan,1 wicket,Dunedin,2015-02-26,2015
ODI # 3615,Sri Lanka,Bangladesh,332/1,"(47/50 ov, T:333) 240",Sri Lanka,92 runs,Melbourne,2015-02-26,2015
ODI # 3616,South Africa,West Indies,408/5,"(33.1/50 ov, T:409) 151",South Africa,257 runs,Sydney,2015-02-27,2015
ODI # 3617,Australia,New Zealand,151,(23.1/50 ov) 152/9,New Zealand,1 wicket,Auckland,2015-02-28,2015
ODI # 3618,United Arab Emirates,India,102,"(18.5/50 ov, T:103) 104/1",India,9 wickets,Perth,2015-02-28,2015
ODI # 3619,England,Sri Lanka,309/6,"(47.2/50 ov, T:310) 312/1",Sri Lanka,9 wickets,Wellington,2015-03-01,2015
ODI # 3620,Pakistan,Zimbabwe,235/7,"(49.4/50 ov, T:236) 215",Pakistan,20 runs,Brisbane,2015-03-01,2015
ODI # 3621,South Africa,Ireland,411/4,"(45/50 ov, T:412) 210",South Africa,201 runs,Canberra,2015-03-03,2015
ODI # 3622,Pakistan,United Arab Emirates,339/6,"(50 ov, T:340) 210/8",Pakistan,129 runs,Napier,2015-03-04,2015
ODI # 3623,Australia,Afghanistan,417/6,"(37.3/50 ov, T:418) 142",Australia,275 runs,Perth,2015-03-04,2015
ODI # 3624,Scotland,Bangladesh,318/8,"(48.1/50 ov, T:319) 322/4",Bangladesh,6 wickets,Nelson,2015-03-05,2015
ODI # 3625,West Indies,India,182,"(39.1/50 ov, T:183) 185/6",India,4 wickets,Perth,2015-03-06,2015
ODI # 3626,Pakistan,South Africa,222,"(33.3/47 ov, T:232) 202",Pakistan,29 runs,Auckland,2015-03-07,2015
ODI # 3627,Ireland,Zimbabwe,331/8,"(49.3/50 ov, T:332) 326",Ireland,5 runs,Hobart,2015-03-07,2015
ODI # 3628,Afghanistan,New Zealand,186,"(36.1/50 ov, T:187) 188/4",New Zealand,6 wickets,Napier,2015-03-08,2015
ODI # 3629,Australia,Sri Lanka,376/9,"(46.2/50 ov, T:377) 312",Australia,64 runs,Sydney,2015-03-08,2015
ODI # 3630,Bangladesh,England,275/7,"(48.3/50 ov, T:276) 260",Bangladesh,15 runs,Adelaide,2015-03-09,2015
ODI # 3631,Ireland,India,259,(36.5/50 ov) 260/2,India,8 wickets,Hamilton,2015-03-10,2015
ODI # 3632,Sri Lanka,Scotland,363/9,"(43.1/50 ov, T:364) 215",Sri Lanka,148 runs,Hobart,2015-03-11,2015
ODI # 3633,South Africa,United Arab Emirates,341/6,"(47.3/50 ov, T:342) 195",South Africa,146 runs,Wellington,2015-03-12,2015
ODI # 3634,Bangladesh,New Zealand,288/7,"(48.5/50 ov, T:289) 290/7",New Zealand,3 wickets,Hamilton,2015-03-13,2015
ODI # 3635,Afghanistan,England,111/7,(18.1/25 ov) 101/1,England,9 wickets,Sydney,2015-03-13,2015
ODI # 3636,Zimbabwe,India,287,(48.4/50 ov) 288/4,India,6 wickets,Auckland,2015-03-14,2015
ODI # 3637,Scotland,Australia,130,"(15.2/50 ov, T:131) 133/3",Australia,7 wickets,Hobart,2015-03-14,2015
ODI # 3638,United Arab Emirates,West Indies,175,(30.3/50 ov) 176/4,West Indies,6 wickets,Napier,2015-03-15,2015
ODI # 3639,Ireland,Pakistan,237,"(46.1/50 ov, T:238) 241/3",Pakistan,7 wickets,Adelaide,2015-03-15,2015
ODI # 3640,Sri Lanka,South Africa,133,(18/50 ov) 134/1,South Africa,9 wickets,Sydney,2015-03-18,2015
ODI # 3641,India,Bangladesh,302/6,"(45/50 ov, T:303) 193",India,109 runs,Melbourne,2015-03-19,2015
ODI # 3642,Pakistan,Australia,213,"(33.5/50 ov, T:214) 216/4",Australia,6 wickets,Adelaide,2015-03-20,2015
ODI # 3643,New Zealand,West Indies,393/6,"(30.3/50 ov, T:394) 250",New Zealand,143 runs,Wellington,2015-03-21,2015
ODI # 3644,South Africa,New Zealand,281/5,"(42.5/43 ov, T:298) 299/6",New Zealand,4 wickets,Auckland,2015-03-24,2015
ODI # 3645,Australia,India,328/7,"(46.5/50 ov, T:329) 233",Australia,95 runs,Sydney,2015-03-26,2015
ODI # 3646,New Zealand,Australia,183,"(33.1/50 ov, T:184) 186/3",Australia,7 wickets,Melbourne,2015-03-29,2015
ODI # 3647,Bangladesh,Pakistan,329/6,"(45.2/50 ov, T:330) 250",Bangladesh,79 runs,Mirpur,2015-04-17,2015
ODI # 3648,Pakistan,Bangladesh,239/6,(38.1/50 ov) 240/3,Bangladesh,7 wickets,Mirpur,2015-04-19,2015
ODI # 3649,Pakistan,Bangladesh,250,(39.3/50 ov) 251/2,Bangladesh,8 wickets,Mirpur,2015-04-22,2015
ODI # 3651,Pakistan,Zimbabwe,375/3,"(50 ov, T:376) 334/5",Pakistan,41 runs,Lahore,2015-05-26,2015
ODI # 3652,Zimbabwe,Pakistan,268/7,(47.2/50 ov) 269/4,Pakistan,6 wickets,Lahore,2015-05-29,2015
ODI # 3654,England,New Zealand,408/9,"(31.1/50 ov, T:409) 198",England,210 runs,Birmingham,2015-06-09,2015
ODI # 3655,New Zealand,England,398/5,"(46/46 ov, T:379) 365/9",New Zealand,13 runs,The Oval,2015-06-12,2015
ODI # 3656,England,New Zealand,302,"(49/50 ov, T:303) 306/7",New Zealand,3 wickets,Southampton,2015-06-14,2015
ODI # 3657,New Zealand,England,349/7,(44/50 ov) 350/3,England,7 wickets,Nottingham,2015-06-17,2015
ODI # 3658,Bangladesh,India,307,"(46/50 ov, T:308) 228",Bangladesh,79 runs,Mirpur,2015-06-18,2015
ODI # 3659,New Zealand,England,283/9,(25/26 ov) 192/7,England,3 wickets,Chester-le-Street,2015-06-20,2015
ODI # 3660,India,Bangladesh,200,(38/47 ov) 200/4,Bangladesh,6 wickets,Mirpur,2015-06-21,2015
ODI # 3661,India,Bangladesh,317/6,"(47/50 ov, T:318) 240",India,77 runs,Mirpur,2015-06-24,2015
ODI # 3662,India,Zimbabwe,255/6,"(50 ov, T:256) 251/7",India,4 runs,Harare,2015-07-10,2015
ODI # 3663,Bangladesh,South Africa,160,"(31.1/40 ov, T:161) 164/2",South Africa,8 wickets,Mirpur,2015-07-10,2015
ODI # 3664,Sri Lanka,Pakistan,255/8,"(45.2/50 ov, T:256) 259/4",Pakistan,6 wickets,Dambulla,2015-07-11,2015
ODI # 3665,India,Zimbabwe,271/8,"(49/50 ov, T:272) 209",India,62 runs,Harare,2015-07-12,2015
ODI # 3666,South Africa,Bangladesh,162,"(27.4/50 ov, T:163) 167/3",Bangladesh,7 wickets,Mirpur,2015-07-12,2015
ODI # 3667,India,Zimbabwe,276/5,"(42.4/50 ov, T:277) 193",India,83 runs,Harare,2015-07-14,2015
ODI # 3668,South Africa,Bangladesh,168/9,(26.1/40 ov) 170/1,Bangladesh,9 wickets,Chattogram,2015-07-15,2015
ODI # 3669,Pakistan,Sri Lanka,287/8,(48.1/50 ov) 288/8,Sri Lanka,2 wickets,Pallekele,2015-07-15,2015
ODI # 3670,Pakistan,Sri Lanka,316/4,"(41.1/50 ov, T:317) 181",Pakistan,135 runs,Colombo (RPS),2015-07-19,2015
ODI # 3671,Sri Lanka,Pakistan,256/9,(40.5/50 ov) 257/3,Pakistan,7 wickets,Colombo (RPS),2015-07-22,2015
ODI # 3672,Sri Lanka,Pakistan,368/4,"(37.2/50 ov, T:369) 203",Sri Lanka,165 runs,Hambantota,2015-07-26,2015
ODI # 3673,New Zealand,Zimbabwe,303/4,(49/50 ov) 304/3,Zimbabwe,7 wickets,Harare,2015-08-02,2015
ODI # 3674,Zimbabwe,New Zealand,235/9,(42.2/50 ov) 236/0,New Zealand,10 wickets,Harare,2015-08-04,2015
ODI # 3675,New Zealand,Zimbabwe,273/6,"(47.4/50 ov, T:274) 235",New Zealand,38 runs,Harare,2015-08-07,2015
ODI # 3676,South Africa,New Zealand,304/7,"(48.1/50 ov, T:305) 284",South Africa,20 runs,Centurion,2015-08-19,2015
ODI # 3677,South Africa,New Zealand,204,"(44.3/50 ov, T:205) 207/2",New Zealand,8 wickets,Potchefstroom,2015-08-23,2015
ODI # 3678,South Africa,New Zealand,283/7,"(49.2/50 ov, T:284) 221",South Africa,62 runs,Durban,2015-08-26,2015
ODI # 3679,Australia,Ireland,222/6,"(23.4/24 ov, T:181) 157",Australia,23 runs,Belfast,2015-08-27,2015
ODI # 3680,Australia,England,305/6,"(45.3/50 ov, T:306) 246",Australia,59 runs,Southampton,2015-09-03,2015
ODI # 3681,Australia,England,309/7,"(42.3/49 ov, T:310) 245",Australia,64 runs,Lord's,2015-09-05,2015
ODI # 3682,England,Australia,300/8,"(44/50 ov, T:301) 207",England,93 runs,Manchester,2015-09-08,2015
ODI # 3683,Australia,England,299/7,"(48.2/50 ov, T:300) 304/7",England,3 wickets,Leeds,2015-09-11,2015
ODI # 3684,England,Australia,138,"(24.2/50 ov, T:139) 140/2",Australia,8 wickets,Manchester,2015-09-13,2015
ODI # 3685,Pakistan,Zimbabwe,259/6,"(37/50 ov, T:260) 128",Pakistan,131 runs,Harare,2015-10-01,2015
ODI # 3686,Zimbabwe,Pakistan,276/6,"(48/48 ov, T:262) 256/8",Zimbabwe,5 runs,Harare,2015-10-03,2015
ODI # 3687,Zimbabwe,Pakistan,161,(34/50 ov) 162/3,Pakistan,7 wickets,Harare,2015-10-05,2015
ODI # 3688,Ireland,Zimbabwe,219/8,"(49/50 ov, T:220) 222/8",Zimbabwe,2 wickets,Harare,2015-10-09,2015
ODI # 3689,South Africa,India,303/5,"(50 ov, T:304) 298/7",South Africa,5 runs,Kanpur,2015-10-11,2015
ODI # 3690,Ireland,Zimbabwe,268/7,"(48.3/50 ov, T:269) 270/5",Zimbabwe,5 wickets,Harare,2015-10-11,2015
ODI # 3691,Zimbabwe,Ireland,187,"(46.5/50 ov, T:188) 189/8",Ireland,2 wickets,Harare,2015-10-13,2015
ODI # 3692,India,South Africa,247/9,"(43.4/50 ov, T:248) 225",India,22 runs,Indore,2015-10-14,2015
ODI # 3693,Afghanistan,Zimbabwe,122,"(23.2/50 ov, T:123) 126/2",Zimbabwe,8 wickets,Bulawayo,2015-10-16,2015
ODI # 3694,Afghanistan,Zimbabwe,271/6,"(46.4/50 ov, T:272) 213",Afghanistan,58 runs,Bulawayo,2015-10-18,2015
ODI # 3695,South Africa,India,270/7,"(50 ov, T:271) 252/6",South Africa,18 runs,Rajkot,2015-10-18,2015
ODI # 3696,Afghanistan,Zimbabwe,223/8,"(49.4/50 ov, T:224) 229/4",Zimbabwe,6 wickets,Bulawayo,2015-10-20,2015
ODI # 3697,Zimbabwe,Afghanistan,184/8,(46.4/50 ov) 185/7,Afghanistan,3 wickets,Bulawayo,2015-10-22,2015
ODI # 3698,India,South Africa,299/8,"(50 ov, T:300) 264/9",India,35 runs,Chennai,2015-10-22,2015
ODI # 3699,Afghanistan,Zimbabwe,245/9,"(44.1/50 ov, T:246) 172",Afghanistan,73 runs,Bulawayo,2015-10-24,2015
ODI # 3700,South Africa,India,438/4,"(36/50 ov, T:439) 224",South Africa,214 runs,Wankhede,2015-10-25,2015
ODI # 3701,West Indies,Sri Lanka,159/8,"(24.5/26 ov, T:163) 164/9",Sri Lanka,1 wicket,Colombo (RPS),2015-11-01,2015
ODI # 3702,West Indies,Sri Lanka,214,(36.3/38 ov) 225/2,Sri Lanka,8 wickets,Colombo (RPS),2015-11-04,2015
ODI # 3703,Bangladesh,Zimbabwe,273/9,"(36.1/50 ov, T:274) 128",Bangladesh,145 runs,Mirpur,2015-11-07,2015
ODI # 3704,West Indies,Sri Lanka,206/9,"(32.3/32.3 ov, T:162) 180/5",Sri Lanka,19 runs,Pallekele,2015-11-07,2015
ODI # 3705,Bangladesh,Zimbabwe,241/9,"(43.2/50 ov, T:242) 183",Bangladesh,58 runs,Mirpur,2015-11-09,2015
ODI # 3706,Bangladesh,Zimbabwe,276/9,"(43.3/50 ov, T:277) 215",Bangladesh,61 runs,Mirpur,2015-11-11,2015
ODI # 3707,England,Pakistan,216,(43.4/50 ov) 217/4,Pakistan,6 wickets,Abu Dhabi,2015-11-11,2015
ODI # 3708,England,Pakistan,283/5,"(45.5/50 ov, T:284) 188",England,95 runs,Abu Dhabi,2015-11-13,2015
ODI # 3709,Hong Kong,United Arab Emirates,298/4,"(42.3/50 ov, T:299) 209",Hong Kong,89 runs,ICCA Dubai,2015-11-16,2015
ODI # 3710,Pakistan,England,208,"(41/50 ov, T:209) 210/4",England,6 wickets,Sharjah,2015-11-17,2015
ODI # 3711,Hong Kong,United Arab Emirates,282/8,"(40.1/50 ov, T:283) 146",Hong Kong,136 runs,ICCA Dubai,2015-11-18,2015
ODI # 3712,England,Pakistan,355/5,"(40.4/50 ov, T:356) 271",England,84 runs,Dubai (DSC),2015-11-20,2015
ODI # 3713,Afghanistan,Zimbabwe,131,"(30.5/50 ov, T:132) 82",Afghanistan,49 runs,Sharjah,2015-12-25,2015
ODI # 3714,Sri Lanka,New Zealand,188,"(21/50 ov, T:189) 191/3",New Zealand,7 wickets,Christchurch,2015-12-26,2015
ODI # 3715,Sri Lanka,New Zealand,117,(8.2/50 ov) 118/0,New Zealand,10 wickets,Christchurch,2015-12-28,2015
ODI # 3716,Zimbabwe,Afghanistan,253/7,(47.4/50 ov) 254/6,Afghanistan,4 wickets,Sharjah,2015-12-29,2015
ODI # 3717,New Zealand,Sri Lanka,276/8,(46.2/50 ov) 277/2,Sri Lanka,8 wickets,Nelson,2015-12-31,2015
ODI # 3719,Zimbabwe,Afghanistan,175,"(16.1/50 ov, T:176) 58",Zimbabwe,117 runs,Sharjah,2016-01-02,2016
ODI # 3720,Zimbabwe,Afghanistan,226,"(45/50 ov, T:227) 161",Zimbabwe,65 runs,Sharjah,2016-01-04,2016
ODI # 3721,New Zealand,Sri Lanka,294/5,"(47.1/50 ov, T:295) 258",New Zealand,36 runs,Mount Maunganui,2016-01-05,2016
ODI # 3722,Zimbabwe,Afghanistan,248,"(49.4/50 ov, T:249) 254/8",Afghanistan,2 wickets,Sharjah,2016-01-06,2016
ODI # 3723,India,Australia,309/3,(49.2/50 ov) 310/5,Australia,5 wickets,Perth,2016-01-12,2016
ODI # 3724,India,Australia,308/8,(49/50 ov) 309/3,Australia,7 wickets,Brisbane,2016-01-15,2016
ODI # 3725,India,Australia,295/6,(48.5/50 ov) 296/7,Australia,3 wickets,Melbourne,2016-01-17,2016
ODI # 3726,Australia,India,348/8,"(49.2/50 ov, T:349) 323",Australia,25 runs,Canberra,2016-01-20,2016
ODI # 3727,Australia,India,330/7,(49.4/50 ov) 331/4,India,6 wickets,Sydney,2016-01-23,2016
ODI # 3728,New Zealand,Pakistan,280/8,"(46/50 ov, T:281) 210",New Zealand,70 runs,Wellington,2016-01-25,2016
ODI # 3729,Hong Kong,Scotland,259,"(39.1/50 ov, T:260) 150",Hong Kong,109 runs,Mong Kok,2016-01-26,2016
